"","date","hour","minute","total_load","count_occ","NA_sum","pct_NA_points","mean_EVSE","mean_imputed","pct_imputed","max_load","max_occ","max_pct_NA_pts","NA_max","max_imputed","max_pct_imputed"
"1",2024-09-01,0,0,12007,392,13,0.0320987654320988,31.6807387862797,411.849604221636,0.0343007915567282,12007,392,0.0364145658263305,13,411.849604221636,0.0392749244712991
"2",2024-09-01,0,15,10202,357,13,0.0351351351351351,31.6807387862797,385.540697674419,0.0377906976744186,12007,392,0.0364145658263305,13,411.849604221636,0.0392749244712991
"3",2024-09-01,0,20,9842,354,13,0.0354223433242507,31.6807387862797,375.208211143695,0.0381231671554252,12007,392,0.0364145658263305,13,411.849604221636,0.0392749244712991
"4",2024-09-01,0,25,9633,351,13,0.0357142857142857,31.6807387862797,370.5,0.0384615384615385,12007,392,0.0364145658263305,13,411.849604221636,0.0392749244712991
"5",2024-09-01,0,30,9899,353,13,0.0355191256830601,31.6807387862797,378.491176470588,0.0382352941176471,12007,392,0.0364145658263305,13,411.849604221636,0.0392749244712991
"6",2024-09-01,0,35,10319,378,13,0.0332480818414322,31.6807387862797,367.52602739726,0.0356164383561644,12007,392,0.0364145658263305,13,411.849604221636,0.0392749244712991
"7",2024-09-01,0,40,10253,375,13,0.0335051546391753,31.6807387862797,368.201657458564,0.0359116022099447,12007,392,0.0364145658263305,13,411.849604221636,0.0392749244712991
"8",2024-09-01,0,45,10231,374,13,0.0335917312661499,31.6807387862797,368.429362880886,0.03601108033241,12007,392,0.0364145658263305,13,411.849604221636,0.0392749244712991
"9",2024-09-01,0,50,10520,371,12,0.031331592689295,31.6807387862797,351.643454038997,0.0334261838440111,12007,392,0.0364145658263305,13,411.849604221636,0.0392749244712991
"10",2024-09-01,0,55,10652,368,13,0.0341207349081365,31.6807387862797,390.07323943662,0.0366197183098592,12007,392,0.0364145658263305,13,411.849604221636,0.0392749244712991
"11",2024-09-01,0,5,9816,344,13,0.0364145658263305,31.6807387862797,385.522658610272,0.0392749244712991,12007,392,0.0364145658263305,13,411.849604221636,0.0392749244712991
"12",2024-09-01,0,10,10117,355,13,0.0353260869565217,31.6807387862797,384.56432748538,0.0380116959064327,12007,392,0.0364145658263305,13,411.849604221636,0.0392749244712991
"13",2024-09-01,1,0,10006,364,13,0.0344827586206897,31.1671309192201,370.592592592593,0.037037037037037,11189,372,0.0380116959064327,13,405.172701949861,0.0411392405063291
"14",2024-09-01,1,5,11189,372,13,0.0337662337662338,31.1671309192201,405.172701949861,0.0362116991643454,11189,372,0.0380116959064327,13,405.172701949861,0.0411392405063291
"15",2024-09-01,1,10,10768,365,13,0.0343915343915344,31.1671309192201,397.681818181818,0.0369318181818182,11189,372,0.0380116959064327,13,405.172701949861,0.0411392405063291
"16",2024-09-01,1,15,10071,362,13,0.0346666666666667,31.1671309192201,375.137535816619,0.0372492836676218,11189,372,0.0380116959064327,13,405.172701949861,0.0411392405063291
"17",2024-09-01,1,20,10043,362,13,0.0346666666666667,31.1671309192201,374.094555873926,0.0372492836676218,11189,372,0.0380116959064327,13,405.172701949861,0.0411392405063291
"18",2024-09-01,1,25,9721,360,13,0.0348525469168901,31.1671309192201,364.187319884726,0.037463976945245,11189,372,0.0380116959064327,13,405.172701949861,0.0411392405063291
"19",2024-09-01,1,30,9699,359,13,0.0349462365591398,31.1671309192201,364.413294797688,0.0375722543352601,11189,372,0.0380116959064327,13,405.172701949861,0.0411392405063291
"20",2024-09-01,1,35,9283,337,13,0.0371428571428571,31.1671309192201,372.466049382716,0.0401234567901235,11189,372,0.0380116959064327,13,405.172701949861,0.0411392405063291
"21",2024-09-01,1,40,9261,336,13,0.0372492836676218,31.1671309192201,372.733746130031,0.0402476780185759,11189,372,0.0380116959064327,13,405.172701949861,0.0411392405063291
"22",2024-09-01,1,55,9272,336,12,0.0344827586206897,31.1671309192201,343.407407407407,0.037037037037037,11189,372,0.0380116959064327,13,405.172701949861,0.0411392405063291
"23",2024-09-01,1,45,9107,329,13,0.0380116959064327,31.1671309192201,374.655063291139,0.0411392405063291,11189,372,0.0380116959064327,13,405.172701949861,0.0411392405063291
"24",2024-09-01,1,50,9107,329,13,0.0380116959064327,31.1671309192201,374.655063291139,0.0411392405063291,11189,372,0.0380116959064327,13,405.172701949861,0.0411392405063291
"25",2024-09-01,2,0,13089,415,12,0.0281030444964871,32.4789081885856,389.746898263027,0.0297766749379653,13089,415,0.0303030303030303,12,389.746898263027,0.032258064516129
"26",2024-09-01,2,5,11349,403,12,0.0289156626506024,32.4789081885856,348.306905370844,0.030690537084399,13089,415,0.0303030303030303,12,389.746898263027,0.032258064516129
"27",2024-09-01,2,10,10818,399,12,0.0291970802919708,32.4789081885856,335.441860465116,0.0310077519379845,13089,415,0.0303030303030303,12,389.746898263027,0.032258064516129
"28",2024-09-01,2,15,10408,395,12,0.0294840294840295,32.4789081885856,326.099216710183,0.031331592689295,13089,415,0.0303030303030303,12,389.746898263027,0.032258064516129
"29",2024-09-01,2,20,10524,393,12,0.0296296296296296,32.4789081885856,331.464566929134,0.031496062992126,13089,415,0.0303030303030303,12,389.746898263027,0.032258064516129
"30",2024-09-01,2,25,10696,395,12,0.0294840294840295,32.4789081885856,335.1227154047,0.031331592689295,13089,415,0.0303030303030303,12,389.746898263027,0.032258064516129
"31",2024-09-01,2,30,11018,397,12,0.0293398533007335,32.4789081885856,343.418181818182,0.0311688311688312,13089,415,0.0303030303030303,12,389.746898263027,0.032258064516129
"32",2024-09-01,2,35,10959,390,12,0.0298507462686567,32.4789081885856,347.904761904762,0.0317460317460317,13089,415,0.0303030303030303,12,389.746898263027,0.032258064516129
"33",2024-09-01,2,40,10981,391,12,0.0297766749379653,32.4789081885856,347.683377308707,0.0316622691292876,13089,415,0.0303030303030303,12,389.746898263027,0.032258064516129
"34",2024-09-01,2,45,10683,388,12,0.03,32.4789081885856,340.946808510638,0.0319148936170213,13089,415,0.0303030303030303,12,389.746898263027,0.032258064516129
"35",2024-09-01,2,50,10577,386,12,0.0301507537688442,32.4789081885856,339.368983957219,0.0320855614973262,13089,415,0.0303030303030303,12,389.746898263027,0.032258064516129
"36",2024-09-01,2,55,10180,384,12,0.0303030303030303,32.4789081885856,328.387096774194,0.032258064516129,13089,415,0.0303030303030303,12,389.746898263027,0.032258064516129
"37",2024-09-01,3,0,10180,384,12,0.0303030303030303,27.3655913978495,328.387096774194,0.032258064516129,10180,384,0.0311688311688312,12,328.387096774194,0.0332409972299169
"38",2024-09-01,3,5,9539,381,12,0.0305343511450382,27.3655913978495,310.211382113821,0.032520325203252,10180,384,0.0311688311688312,12,328.387096774194,0.0332409972299169
