"","date","hour","minute","total_load","count_occ","NA_sum","pct_NA_points","mean_EVSE","mean_imputed","pct_imputed","max_load","max_occ","max_pct_NA_pts","NA_max","max_imputed","max_pct_imputed"
"1",2025-05-01,0,15,22052.4,831,6,0.00716845878136201,26.9773997569866,160.381090909091,0.00727272727272727,22347.4,839,0.0087719298245614,7,174.784210526316,0.00892857142857143
"2",2025-05-01,0,20,21398.4,822,6,0.0072463768115942,26.9773997569866,157.341176470588,0.00735294117647059,22347.4,839,0.0087719298245614,7,174.784210526316,0.00892857142857143
"3",2025-05-01,0,25,21502.4,825,6,0.0072202166064982,26.9773997569866,157.52673992674,0.00732600732600733,22347.4,839,0.0087719298245614,7,174.784210526316,0.00892857142857143
"4",2025-05-01,0,30,21114.4,820,6,0.00726392251815981,26.9773997569866,155.634398034398,0.00737100737100737,22347.4,839,0.0087719298245614,7,174.784210526316,0.00892857142857143
"5",2025-05-01,0,35,20567.4,807,6,0.00738007380073801,26.9773997569866,154.062921348315,0.00749063670411985,22347.4,839,0.0087719298245614,7,174.784210526316,0.00892857142857143
"6",2025-05-01,0,40,20525.4,806,6,0.00738916256157635,26.9773997569866,153.9405,0.0075,22347.4,839,0.0087719298245614,7,174.784210526316,0.00892857142857143
"7",2025-05-01,0,45,19925.4,805,7,0.00862068965517241,26.9773997569866,174.784210526316,0.0087719298245614,22347.4,839,0.0087719298245614,7,174.784210526316,0.00892857142857143
"8",2025-05-01,0,50,18731.4,794,7,0.00873907615480649,26.9773997569866,166.607115628971,0.00889453621346887,22347.4,839,0.0087719298245614,7,174.784210526316,0.00892857142857143
"9",2025-05-01,0,55,18813.4,791,7,0.0087719298245614,26.9773997569866,167.976785714286,0.00892857142857143,22347.4,839,0.0087719298245614,7,174.784210526316,0.00892857142857143
"10",2025-05-01,0,0,22347.4,839,6,0.00710059171597633,26.9773997569866,160.965666266507,0.00720288115246098,22347.4,839,0.0087719298245614,7,174.784210526316,0.00892857142857143
"11",2025-05-01,0,5,21826.4,833,6,0.00715137067938021,26.9773997569866,158.353567110036,0.00725513905683192,22347.4,839,0.0087719298245614,7,174.784210526316,0.00892857142857143
"12",2025-05-01,0,10,22202.4,829,6,0.00718562874251497,26.9773997569866,161.86439854192,0.00729040097205346,22347.4,839,0.0087719298245614,7,174.784210526316,0.00892857142857143
"13",2025-05-01,1,0,18775.4,786,7,0.00882723833543506,25.6572538860104,168.713478818999,0.00898587933247753,19807.4,786,0.00915032679738562,7,179.600777202073,0.00932090545938748
"14",2025-05-01,1,5,19287.4,780,7,0.00889453621346887,25.6572538860104,174.659508408797,0.00905562742561449,19807.4,786,0.00915032679738562,7,179.600777202073,0.00932090545938748
"15",2025-05-01,1,10,19553.4,778,7,0.0089171974522293,25.6572538860104,177.527626459144,0.00907911802853437,19807.4,786,0.00915032679738562,7,179.600777202073,0.00932090545938748
"16",2025-05-01,1,15,19647.4,780,7,0.00889453621346887,25.6572538860104,177.919534282018,0.00905562742561449,19807.4,786,0.00915032679738562,7,179.600777202073,0.00932090545938748
"17",2025-05-01,1,20,19807.4,779,7,0.0089058524173028,25.6572538860104,179.600777202073,0.00906735751295337,19807.4,786,0.00915032679738562,7,179.600777202073,0.00932090545938748
"18",2025-05-01,1,25,18991.4,772,7,0.00898587933247754,25.6572538860104,173.777516339869,0.00915032679738562,19807.4,786,0.00915032679738562,7,179.600777202073,0.00932090545938748
"19",2025-05-01,1,30,19131.4,772,7,0.00898587933247754,25.6572538860104,175.058562091503,0.00915032679738562,19807.4,786,0.00915032679738562,7,179.600777202073,0.00932090545938748
"20",2025-05-01,1,35,18504.4,761,7,0.00911458333333333,25.6572538860104,171.79151193634,0.00928381962864721,19807.4,786,0.00915032679738562,7,179.600777202073,0.00932090545938748
"21",2025-05-01,1,40,18882.4,761,7,0.00911458333333333,25.6572538860104,175.300795755968,0.00928381962864721,19807.4,786,0.00915032679738562,7,179.600777202073,0.00932090545938748
"22",2025-05-01,1,45,18260.4,758,7,0.00915032679738562,25.6572538860104,170.203462050599,0.00932090545938748,19807.4,786,0.00915032679738562,7,179.600777202073,0.00932090545938748
"23",2025-05-01,1,50,17714.4,758,7,0.00915032679738562,25.6572538860104,165.114247669774,0.00932090545938748,19807.4,786,0.00915032679738562,7,179.600777202073,0.00932090545938748
"24",2025-05-01,1,55,18084.4,760,7,0.0091264667535854,25.6572538860104,168.115272244356,0.00929614873837981,19807.4,786,0.00915032679738562,7,179.600777202073,0.00932090545938748
"25",2025-05-01,2,0,21605.6,866,2,0.00230414746543779,25.4069848661234,50.012962962963,0.00231481481481482,21824.6,866,0.00235294117647059,2,50.8139697322468,0.00236406619385343
"26",2025-05-01,2,5,21489.6,866,2,0.00230414746543779,25.4069848661234,49.7444444444444,0.00231481481481482,21824.6,866,0.00235294117647059,2,50.8139697322468,0.00236406619385343
"27",2025-05-01,2,10,21658.6,862,2,0.00231481481481481,25.4069848661234,50.3688372093023,0.00232558139534884,21824.6,866,0.00235294117647059,2,50.8139697322468,0.00236406619385343
"28",2025-05-01,2,15,21274.6,859,2,0.00232288037166086,25.4069848661234,49.649008168028,0.00233372228704784,21824.6,866,0.00235294117647059,2,50.8139697322468,0.00236406619385343
"29",2025-05-01,2,20,21524.6,860,2,0.00232018561484919,25.4069848661234,50.1738927738928,0.00233100233100233,21824.6,866,0.00235294117647059,2,50.8139697322468,0.00236406619385343
"30",2025-05-01,2,25,21824.6,861,2,0.00231749710312862,25.4069848661234,50.8139697322468,0.00232828870779977,21824.6,866,0.00235294117647059,2,50.8139697322468,0.00236406619385343
"31",2025-05-01,2,30,21824.6,861,2,0.00231749710312862,25.4069848661234,50.8139697322468,0.00232828870779977,21824.6,866,0.00235294117647059,2,50.8139697322468,0.00236406619385343
"32",2025-05-01,2,35,21435.6,857,2,0.00232828870779977,25.4069848661234,50.1417543859649,0.00233918128654971,21824.6,866,0.00235294117647059,2,50.8139697322468,0.00236406619385343
"33",2025-05-01,2,40,20982.6,854,2,0.00233644859813084,25.4069848661234,49.2549295774648,0.00234741784037559,21824.6,866,0.00235294117647059,2,50.8139697322468,0.00236406619385343
"34",2025-05-01,2,45,20777.6,851,2,0.00234466588511137,25.4069848661234,48.9460541813899,0.00235571260306243,21824.6,866,0.00235294117647059,2,50.8139697322468,0.00236406619385343
"35",2025-05-01,2,50,20755.6,850,2,0.00234741784037559,25.4069848661234,48.9518867924528,0.00235849056603774,21824.6,866,0.00235294117647059,2,50.8139697322468,0.00236406619385343
"36",2025-05-01,2,55,20711.6,848,2,0.00235294117647059,25.4069848661234,48.9635933806147,0.00236406619385343,21824.6,866,0.00235294117647059,2,50.8139697322468,0.00236406619385343
"37",2025-05-01,3,0,20711.6,848,2,0.00235294117647059,24.8470449172577,48.9635933806147,0.00236406619385343,21020.6,850,0.00237247924080664,2,49.6940898345154,0.00238379022646007
"38",2025-05-01,3,5,20805.6,849,2,0.00235017626321974,24.8470449172577,49.1277449822904,0.00236127508854782,21020.6,850,0.00237247924080664,2,49.6940898345154,0.00238379022646007
"39",2025-05-01,3,10,20925.6,850,2,0.00234741784037559,24.8470449172577,49.3528301886792,0.00235849056603774,21020.6,850,0.00237247924080664,2,49.6940898345154,0.00238379022646007
"40",2025-05-01,3,15,20925.6,850,2,0.00234741784037559,24.8470449172577,49.3528301886792,0.00235849056603774,21020.6,850,0.00237247924080664,2,49.6940898345154,0.00238379022646007
"41",2025-05-01,3,20,21020.6,848,2,0.00235294117647059,24.8470449172577,49.6940898345154,0.00236406619385343,21020.6,850,0.00237247924080664,2,49.6940898345154,0.00238379022646007
"42",2025-05-01,3,25,20720.6,847,2,0.00235571260306243,24.8470449172577,49.0428402366864,0.00236686390532544,21020.6,850,0.00237247924080664,2,49.6940898345154,0.00238379022646007
"43",2025-05-01,3,30,20678.6,846,2,0.00235849056603774,24.8470449172577,49.0014218009479,0.0023696682464455,21020.6,850,0.00237247924080664,2,49.6940898345154,0.00238379022646007
"44",2025-05-01,3,35,20153.6,843,2,0.00236686390532544,24.8470449172577,47.9277051129608,0.00237812128418549,21020.6,850,0.00237247924080664,2,49.6940898345154,0.00238379022646007
"45",2025-05-01,3,40,20109.6,841,2,0.00237247924080664,24.8470449172577,47.9370679380215,0.00238379022646007,21020.6,850,0.00237247924080664,2,49.6940898345154,0.00238379022646007
"46",2025-05-01,3,45,20401.6,845,2,0.00236127508854782,24.8470449172577,48.4023724792408,0.00237247924080664,21020.6,850,0.00237247924080664,2,49.6940898345154,0.00238379022646007
"47",2025-05-01,3,50,20279.6,844,2,0.00236406619385343,24.8470449172577,48.1700712589074,0.00237529691211401,21020.6,850,0.00237247924080664,2,49.6940898345154,0.00238379022646007
"48",2025-05-01,3,55,20129.6,843,2,0.00236686390532544,24.8470449172577,47.8706302021403,0.00237812128418549,21020.6,850,0.00237247924080664,2,49.6940898345154,0.00238379022646007
