"","date","hour","minute","total_load","count_occ","NA_sum","pct_NA_points","mean_EVSE","mean_imputed","pct_imputed","max_load","max_occ","max_pct_NA_pts","NA_max","max_imputed","max_pct_imputed"
"1",2023-11-01,0,0,4706.4,210,0,0,23.7086538461538,0,0,4953.4,212,0,0,0,0
"2",2023-11-01,0,5,4945.4,212,0,0,23.7086538461538,0,0,4953.4,212,0,0,0,0
"3",2023-11-01,0,10,4934.4,212,0,0,23.7086538461538,0,0,4953.4,212,0,0,0,0
"4",2023-11-01,0,15,4934.4,211,0,0,23.7086538461538,0,0,4953.4,212,0,0,0,0
"5",2023-11-01,0,20,4912.4,210,0,0,23.7086538461538,0,0,4953.4,212,0,0,0,0
"6",2023-11-01,0,25,4934.4,211,0,0,23.7086538461538,0,0,4953.4,212,0,0,0,0
"7",2023-11-01,0,30,4912.4,210,0,0,23.7086538461538,0,0,4953.4,212,0,0,0,0
"8",2023-11-01,0,35,4773.4,208,0,0,23.7086538461538,0,0,4953.4,212,0,0,0,0
"9",2023-11-01,0,40,4773.4,208,0,0,23.7086538461538,0,0,4953.4,212,0,0,0,0
"10",2023-11-01,0,45,4953.4,209,0,0,23.7086538461538,0,0,4953.4,212,0,0,0,0
"11",2023-11-01,0,50,4931.4,208,0,0,23.7086538461538,0,0,4953.4,212,0,0,0,0
"12",2023-11-01,0,55,4931.4,208,0,0,23.7086538461538,0,0,4953.4,212,0,0,0,0
"13",2023-11-01,1,0,4023.7,204,0,0,21.4935643564356,0,0,4341.7,204,0,0,0,0
"14",2023-11-01,1,5,4001.7,203,0,0,21.4935643564356,0,0,4341.7,204,0,0,0,0
"15",2023-11-01,1,10,4001.7,203,0,0,21.4935643564356,0,0,4341.7,204,0,0,0,0
"16",2023-11-01,1,15,3941.7,202,0,0,21.4935643564356,0,0,4341.7,204,0,0,0,0
"17",2023-11-01,1,20,3941.7,202,0,0,21.4935643564356,0,0,4341.7,204,0,0,0,0
"18",2023-11-01,1,25,3941.7,202,0,0,21.4935643564356,0,0,4341.7,204,0,0,0,0
"19",2023-11-01,1,30,3941.7,202,0,0,21.4935643564356,0,0,4341.7,204,0,0,0,0
"20",2023-11-01,1,35,4038,200,0,0,21.4935643564356,0,0,4341.7,204,0,0,0,0
"21",2023-11-01,1,40,4341.7,202,0,0,21.4935643564356,0,0,4341.7,204,0,0,0,0
"22",2023-11-01,1,45,4341.7,202,0,0,21.4935643564356,0,0,4341.7,204,0,0,0,0
"23",2023-11-01,1,50,4341.7,202,0,0,21.4935643564356,0,0,4341.7,204,0,0,0,0
"24",2023-11-01,1,55,4319.7,201,0,0,21.4935643564356,0,0,4341.7,204,0,0,0,0
"25",2023-11-01,2,0,4319.7,201,0,0,21.4910447761194,0,0,4319.7,201,0,0,0,0
